07dfb700,0.112203
07dfb710,0.126251
07dfb720,0.114259
07dfb730,0.123256
07dfb740,0.111393
07dfb750,0.132057
07dfb760,0.11831
07dfb770,0.1362
07dfb780,0.102409
07dfb790,0.184655
07dfb7a0,0.10934
07dfb7b0,0.108262
07dfb7c0,0.100226
07dfb7d0,0.108608
07dfb7e0,0.105477
07dfb7f0,0.09936
07dfb700,0.113778
07dfb710,0.101386
07dfb720,0.110926
07dfb730,0.122002
07dfb740,0.113054
07dfb750,0.130753
07dfb760,0.116708
07dfb770,0.110149
07dfb780,0.106226
07dfb790,0.100355
07dfb7a0,0.19982
07dfb7b0,0.106208
07dfb7c0,0.116893
07dfb7d0,0.097545
07dfb7e0,0.139814
07dfb7f0,0.125313
