07d00000,0.11477
07d10000,0.104851
07d20000,0.102693
07d30000,0.107874
07d40000,0.127442
07d50000,0.126915
07d60000,0.129718
07d70000,0.102032
07d80000,0.129985
07d90000,0.099205
07da0000,0.099986
07db0000,0.110037
07dc0000,0.125581
07dd0000,0.109915
07de0000,0.202513
07df0000,0.103428
07d00000,0.119161
07d10000,0.112489
07d20000,0.12938
07d30000,0.116699
07d40000,0.111564
07d50000,0.120777
07d60000,0.112597
07d70000,0.110604
07d80000,0.105088
07d90000,0.12383
07da0000,0.133433
07db0000,0.125932
07dc0000,0.11365
07dd0000,0.112072
07de0000,0.156844
07df0000,0.289463
